Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FinalSuite,,,,2023-11-02 17:04:58,2023-11-02 17:04:58,0.838s,PASSED
,,,,,,,
Test Cases/Login,,,,2023-11-02 17:04:58,2023-11-02 17:04:58,0.329s,PASSED
"println(""login test case"")",,,,2023-11-02 17:04:58,2023-11-02 17:04:58,0.001s,PASSED
,,,,,,,
Test Cases/Log out,,,,2023-11-02 17:04:58,2023-11-02 17:04:58,0.270s,PASSED
"println(""Log out test case"")",,,,2023-11-02 17:04:58,2023-11-02 17:04:58,0.000s,PASSED
