Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FinalSuite,,,,2023-11-01 15:08:20,2023-11-01 15:08:20,0.332s,PASSED
,,,,,,,
Test Cases/Login,,,,2023-11-01 15:08:20,2023-11-01 15:08:20,0.155s,PASSED
"println(""login test case"")",,,,2023-11-01 15:08:20,2023-11-01 15:08:20,0.003s,PASSED
,,,,,,,
Test Cases/Log out,,,,2023-11-01 15:08:20,2023-11-01 15:08:20,0.052s,PASSED
"println(""Log out test case"")",,,,2023-11-01 15:08:20,2023-11-01 15:08:20,0.001s,PASSED
